,id,state,gender,median_home_val,median_household_income,ic4,hvp1,ic5,pobc1,pobc2,ic2,ic3,avggift,tcode,dob,domain,target_d
873,180175,WA,F,938,297,379.0,3,15721,5,52,319.0,344,14.07142857,0,2612,S2,20.0
874,85931,SD,U,246,256,297.0,0,9572,0,86,269.0,276,6.111111111,0,0,R2,6.0
875,147305,CA,M,2741,618,558.0,77,21986,4,50,609.0,586,12.4,1,5201,S1,15.0
876,122404,TX,F,546,201,319.0,1,10633,9,70,244.0,270,10.0,28,3401,T2,25.0
877,27670,GA,M,894,423,509.0,2,19549,9,35,481.0,452,11.5,0,0,S1,25.0
878,17791,NC,feamale,969,515,596.0,13,22008,7,51,562.0,544,25.0,3,3901,C1,25.0
879,113728,OK,M,493,244,337.0,0,12105,4,61,305.0,273,15.0,1,1901,C2,15.0
880,51846,TN,F,386,177,251.0,0,8524,0,83,231.0,220,15.0,0,5501,R3,25.0
881,51528,TN,F,472,257,337.0,0,13332,0,64,303.0,284,6.071428571,0,3701,C2,5.0
882,155642,CA,U,1034,176,295.0,2,10176,20,44,249.0,222,9.0,2,0,C2,12.0
883,99497,MO,M,834,383,413.0,0,12532,2,78,409.0,382,8.214285714,1,6201,T2,5.0
884,95240,IL,M,604,344,391.0,0,12452,5,63,385.0,339,10.71875,1,5209,T2,11.0
885,126639,TX,M,588,237,329.0,1,11033,4,71,272.0,292,7.4,0,709,R2,8.0
886,15965,NC,M,429,232,286.0,0,9832,1,75,259.0,253,3.6875,1,2701,T3,5.0
887,114321,OK,M,737,397,456.0,0,14451,1,56,420.0,420,15.0,1002,0,T2,25.0
888,132567,WY,F,985,413,478.0,3,16809,1,40,453.0,449,15.33333333,0,3401,R1,20.0
889,78312,WI,male,565,332,383.0,0,15523,3,72,406.0,370,10.55555556,1,3307,S2,15.0
890,188078,SC,M,1083,450,557.0,11,18815,3,38,502.0,506,11.125,0,0,T1,10.0
891,102398,MO,F,442,213,259.0,0,14114,1,53,210.0,274,5.166666667,0,2810,C2,12.0
892,45116,FL,M,1642,522,651.0,26,28264,5,9,551.0,611,4.913043478,0,1308,S1,5.0
893,155921,CA,M,1483,306,416.0,27,17874,4,50,333.0,382,14.07692308,2,2001,R1,25.0
894,77196,WI,F,940,428,495.0,0,16556,3,83,465.0,452,15.0,0,6501,T2,25.0
896,19621,NC,feamale,517,123,231.0,0,7025,1,81,180.0,194,12.0,0,2707,C3,21.0
897,149653,CA,F,1773,292,367.0,29,12551,41,37,306.0,346,15.0,0,4908,U2,10.0
898,159750,CA,M,946,382,524.0,15,18560,5,63,436.0,465,6.0,0,1801,C2,9.0
899,136269,AZ,feamale,1149,563,606.0,12,18764,3,27,566.0,598,8.555555556,0,3401,S1,15.0
900,108029,LA,M,729,407,483.0,3,13568,1,92,444.0,448,4.875,0,4909,S2,5.0
901,10719,WA,F,2375,327,377.0,67,16653,6,40,358.0,331,11.55555556,2,1401,0,19.0
902,156572,CA,M,3092,578,720.0,66,25768,13,47,644.0,641,17.33333333,0,0,S1,25.0
903,152737,CA,M,2312,456,589.0,63,21372,7,44,516.0,531,8.941176471,0,0,S1,7.0
904,94307,IL,F,1063,269,393.0,0,13817,36,55,322.0,304,9.173913044,0,2001,U2,15.0
905,129947,CO,F,552,194,315.0,1,10909@,9,49,258.0,262,20.0,28,4401,C3,20.0
906,108919,LA,F,629,210,327.0,1,11405,2,62,277.0,279,9.5,28,0,C2,15.0
907,4055,TX,M,1247,555,718.0,8,28285,4,62,617.0,672,10.15384615,1,5101,C1,10.0
908,175907,OR,F,807,351,420.0,0,16532,7,51,388.0,377,9.529411765,2,1508,C2,15.0
909,13188,IN,F,679,236,328.0,1,6997,0,91,247.0,304,47.18181818,0,5001,R3,100.0
910,35181,FL,M,1395,471,642.0,28,28892,6,20,509.0,580,20.875,2,3208,S1,25.0
911,53127,TN,M,576,216,339.0,0,17149,0,78,319.0,295,17.625,2,0,T2,30.0
912,88056,IL,F,1355,496,670.0,13,27692,9,65,567.0,593,3.8,0,2901,S1,5.0
913,145944,CA,F,2679,445,572.0,78,20693,11,55,470.0,535,6.583333333,0,2703,S1,13.0
914,86640,ND,F,553,340,395.0,0,13167,1,76,399.0,355,6.862068966,0,0,R2,13.0
915,99673,MO,F,638,470,521.0,0,15490,2,84,483.0,488,9.5,0,5807,S2,22.0
916,96000,IL,M,359,88,329.0,0,10543,10,53,218.0,159,3.583333333,2,1401,C3,10.0
917,170256,CA,F,1246,264,362.0,13,11851,4,63,296.0,339,7.5,2,0,R1,10.0
918,20821,NC,M,631,286,373.0,1,13818,1,83,324.0,333,12.21428571,1,5201,T2,10.0
919,189715,CA,F,5708,504,854.0,97,36020,19,50,708.0,575,16.25,28,0,U1,25.0
920,183898,WA,J,429,266,343.0,1,12534,1,57,302.0,310,5.5,980,1008,R2,3.0
921,155157,CA,F,955,329,359.0,1,10736,7,63,332.0,346,12.33333333,2,0,U3,12.0
922,137134,AZ,M,810,320,393.0,0,18361,4,8,354.0,368,9.090909091,0,2512,C2,10.0
923,129602,CO,F,638,222,286.0,0,10909@,13,22,307.0,230,7.214285714,2,2401,C2,13.0
924,182286,WA,male,699,262,299.0,0,12872,4,55,208.0,301,15.0,28,4001,C2,20.0
925,138804,AZ,feamale,1239,348,428.0,10,14561,4,34,365.0,399,9.444444444,0,0,R2,10.0
926,100569,MO,M,2241,584,904.0,61,29643,2,42,822.0,716,15.0,1,501,U1,15.0
927,9287,CA,M,1432,420,461.0,18,14210,4,50,423.0,453,7.2,0,3901,S2,8.0
928,104108,MO,F,609,263,355.0,0,13005,2,58,357.0,301,11.78947368,2,2712,C1,11.0
929,1357,MI,F,889,328,431.0,0,13456,6,84,368.0,391,10.66666667,0,5612,S2,15.0
930,10784,WA,male,791,565,571.0,0,20238,8,28,563.0,566,4.407407407,0,0,C1,10.0
931,140049,NM,F,629,170,243.0,2,7822,1,62,197.0,214,9.857142857,0,4501,R2,20.0
932,170489,CA,F,2128,470,567.0,56,16285,3,66,472.0,559,20.0,0,0,T1,20.0
933,184289,WA,F,645,359,381.0,1,11050,9,54,376.0,360,7.666666667,2,4411,R2,10.0
934,36353,FL,F,1344,335,446.0,23,22233,8,1,403.0,377,9.5,0,2101,C2,17.0
935,97689,IL,M,821,334,431.0,1,15694,3,57,371.0,390,10.0,1,3601,T2,10.0
936,133229,ID,M,681,382,445.0,0,16011,5,48,396.0,406,12.0,1,5001,T1,25.0
937,51845,TN,F,386,177,251.0,0,8524,0,83,231.0,220,8.444444444,2,0,R3,18.0
938,111485,AR,M,361,145,233.0,0,8563,0,52,182.0,199,29.57142857,1,810,C2,30.0
939,75331,IA,F,583,310,452.0,3,17243,1,78,371.0,385,8.5,0,4401,T2,25.0
940,96448,IL,F,760,393,510.0,2,10909@,2,78,451.0,441,6.909090909,0,2101,T1,8.0
941,88802,IL,M,1711,479,683.0,34,26817,11,72,542.0,629,13.0,1002,3101,S1,25.0
942,183702,WA,F,700,322,446.0,0,14360,7,47,415.0,356,11.33333333,28,4801,T1,10.0
943,175535,OR,M,904,339,510.0,9,20426,2,56,446.0,442,10.6,1,6101,U1,20.0
944,35325,FL,M,833,277,387.0,0,14317,8,21,350.0,329,12.14285714,0,1801,C2,30.0
945,181655,WA,male,957,418,438.0,6,14668,6,54,417.0,423,15.0625,2,4212,C2,50.0
946,95582,IL,F,607,279,442.0,4,19317,3,64,371.0,346,15.0,0,0,C2,21.0
947,14394,TX,M,631,273,294.0,0,8650,10,28,278.0,288,25.0,1,6901,T2,10.0
948,81823,WI,male,470,234,365.0,0,12277,1,89,355.0,271,25.0,1,4001,R2,45.0
949,143470,CA,M,4112,562,841.0,95,34677,18,50,798.0,725,15.14285714,1,5201,U1,17.0
950,77048,IA,F,342,209,261.0,0,10728,0,59,214.0,241,7.0,0,3601,C3,7.0
951,20962,NC,M,668,296,337.0,1,11490,5,30,308.0,317,15.0,1,3801,T2,15.0
952,58725,KY,M,313,142,251.0,0,9665,0,87,165.0,210,15.0,1,1811,R2,15.0
953,124104,TX,M,427,455,580.0,0,18517,3,64,464.0,538,15.25,1,5002,C2,23.0
954,65136,MI,F,886,490,606.0,2,17633,5,83,536.0,570,42.5,0,3501,T1,20.0
955,132558,WY,male,1034,511,610.0,0,30595,0,33,511.0,656,15.0,1,4201,T1,15.0
956,82248,MN,M,480,157,246.0,0,9020,1,80,184.0,214,5.916666667,0,2205,R2,8.0
957,38944,FL,M,809,303,361.0,0,11303,19,27,319.0,342,16.33333333,2,5701,U3,25.0
958,47111,AL,Male,453,219,299.0,0,9654,0,90,264.0,263,3.782608696,0,2401,R3,5.0
959,165620,CA,U,1609,346,435.0,15,16568,11,60,435.0,404,3.152173913,0,2801,U3,4.0
960,59561,IN,M,438,275,304.0,0,10632,0,75,324.0,282,8.2,0,6101,R3,9.0
961,27423,GA,F,442,218,286.0,0,9399,0,78,253.0,257,9.166666667,2,0,R3,5.0
962,13484,FL,M,1034,488,555.0,1,19446,7,12,524.0,515,15.0,1,0,C1,11.0
963,133491,ID,M,679,298,360.0,1,10779,3,37,327.0,332,46.33333333,1002,0,T2,100.0
965,187284,IA,F,614,222,363.0,0,13840,1,69,317.0,305,8.666666667,0,0,C2,10.0
966,131423,CO,M,881,327,382.0,1,12204,5,33,332.0,375,14.8,1,4812,R2,25.0
967,22942,SC,F,616,324,361.0,0,15746,4,51,334.0,348,8.5,0,2901,C2,9.0
968,85579,MN,F,522,227,347.0,0,12849,1,64,292.0,294,20.0,0,2001,T2,20.0
969,3009,CA,F,1184,324,368.0,0,13817,9,55,341.0,352,9.875,2,4801,U3,20.0
970,105923,KS,F,481,322,352.0,0,10909@,0,77,318.0,359,5.857142857,0,1501,S2,7.0
971,187722,MI,M,1348,662,788.0,22,30766,4,65,712.0,752,6.2,1002,0,T1,7.0
972,15566,NC,feamale,683,343,441.0,1,15482,1,77,398.0,377,7.214285714,2,0,R2,10.0
973,84745,MN,F,604,318,376.0,1,12097,1,78,338.0,356,6.590909091,0,1601,R2,7.0
974,78172,WI,F,1167,558,626.0,4,19797,4,71,576.0,597,15.0,2,4401,C1,25.0
975,186334,IN,M,836,222,442.0,8,16007,0,78,431.0,347,8.947368421,1,1908,C3,10.0
976,170767,CA,F,1349,370,480.0,1,23716,15,24,418.0,436,12.5,0,2001,C1,15.0
977,149152,CA,M,4507,842,962.0,95,54642,17,50,1004.0,893,20.0,1,4401,S1,20.0
978,959,IA,F,586,349,465.0,1,15304,1,77,413.0,404,7.3,0,4404,C2,10.0
979,179563,WA,male,842,420,494.0,2,12894,41,24,419.0,476,16.4,1,5001,S2,23.0
980,41243,FL,F,556,246,330.0,0,10272,2,56,277.0,292,9.818181818,2,2201,S2,12.0
981,160500,CA,M,1467,311,392.0,7,15108,8,61,323.0,356,7.333333333,0,1406,C2,5.0
982,77605,WI,male,1304,465,609.0,13,23455,6,71,484.0,595,10.0,1,5001,0,15.0
983,190064,Tennessee,F,340,149,188.0,0,6842,1,48,151.0,173,10.0,0,0,U4,20.0
984,138758,AZ,feamale,616,403,443.0,0,14174,0,69,423.0,406,14.8,0,0,T2,20.0
985,8531,MI,M,497,275,369.0,0,12368,0,88,296.0,343,6.368421053,1,6001,R2,10.0
987,22782,SC,M,514,205,238.0,3,8533,2,46,224.0,226,10.0,1,0,T3,10.0
988,66223,MI,M,870,319,398.0,3,15849,2,83,345.0,357,9.571428571,0,5801,S2,10.0
989,189616,CA,M,2680,314,517.0,80,20665,13,41,506.0,402,20.0,1,0,0,35.0
990,79649,WI,F,556,259,258.0,0,12721,6,66,275.0,268,10.33333333,0,0,S2,15.0
991,138999,AZ,feamale,624,284,355.0,1,12121,3,29,326.0,324,8.434782609,28,1603,T3,10.0
992,8232,MO,F,322,190,302.0,0,10909@,0,80,240.0,239,13.41666667,0,3702,R2,10.0
993,43020,FL,F,736,262,347.0,0,12780,11,6,293.0,321,15.0,2,0,C2,15.0
994,118862,TX,M,868,554,571.0,0,21200,9,49,564.0,569,8.5,1,4208,S1,12.0
995,30104,GA,M,364,246,325.0,0,9720,0,89,307.0,287,8.833333333,1,5201,R2,15.0
996,154614,CA,F,1709,511,537.0,26,15138,9,68,518.0,527,15.0,0,0,T1,20.0
997,57151,KY,F,875,311,326.0,0,7746,3,29,326.0,326,15.9,0,3601,R1,26.0
998,71425,MI,M,713,300,364.0,0,16833,2,88,313.0,323,6.0,1,4401,T2,7.0
999,127823,TX,F,258,64,74.0,0,4236,0,94,60.0,93,5.45,2,2301,C3,6.0
1000,150739,CA,U,1951,556,625.0,44,17208,10,66,578.0,619,9.681818182,2,5410,S1,12.0
1001,41384,FL,F,556,318,352.0,0,11779,16,22,358.0,320,9.428571429,28,5107,S3,12.0
1003,149152,CA,M,4507,842,962.0,95,54642,17,50,1004.0,893,20.0,1,4401,S1,20.0
1004,959,IA,F,586,349,465.0,1,15304,1,77,413.0,404,7.3,0,4404,C2,10.0
1005,179563,WA,male,842,420,494.0,2,12894,41,24,419.0,476,16.4,1,5001,S2,23.0
1006,41243,FL,F,556,246,330.0,0,10272,2,56,277.0,292,9.818181818,2,2201,S2,12.0
0,190579,CA,M,3200,310,343.0,83,17224,31,32,311.0,333,3.106060606,1,0,U1,4.0
1,42997,FL,F,1567,392,409.0,27,18631,4,10,391.0,434,6.5625,2,1808,C1,7.0
2,132896,OR,F,953,319,455.0,1,15729,3,45,379.0,387,15.57142857,2,4410,T1,25.0
3,120189,TX,M,492,244,301.0,3,10818,0,92,260.0,284,19.375,0,0,T2,25.0
4,138829,AZ,feamale,847,185,308.0,0,11582,3,20,238.0,225,11.5,28,3601,T2,25.0
5,167462,CA,M,2645,644,697.0,87,20782,26,46,655.0,682,8.75,0,3601,S1,15.0
6,160401,CA,F,1952,335,398.0,48,15290,6,55,365.0,367,13.0,28,3101,T2,13.0
7,174934,OR,F,1305,391,471.0,19,19716,7,40,456.0,448,7.0,28,0,S2,5.0
8,2020,CA,F,3556,735,805.0,98,34382,9,55,701.0,838,7.35,2,2401,S1,7.0
9,74235,MI,M,473,327,363.0,1,12580,0,94,338.0,348,13.5,4,4912,T2,26.0
11,165509,CA,M,2213,447,491.0,77,16702,7,62,447.0,491,4.95,0,0,C1,10.0
13,100132,MO,F,393,216,301.0,0,10107,0,71,258.0,258,10.0,0,2401,S2,15.0
14,161726,CA,F,2453,438,475.0,86,15707,16,45,451.0,436,5.8125,0,4601,T1,7.0
15,125986,TX,M,533,246,308.0,1,10096,3,75,276.0,287,13.375,0,4610,T2,17.0
16,185394,MI,F,647,285,338.0,0,12910,7,80,317.0,300,8.916666667,2,2702,S2,5.0
17,43799,FL,F,1044,366,499.0,15,22427,8,35,318.0,458,13.16666667,2,5801,T2,20.0
18,185464,KY,M,702,308,397.0,0,14670,9,23,348.0,337,11.11111111,1,3910,T2,15.0
19,125325,TX,M,852,516,556.0,1,16206,4,46,540.0,535,14.62347826,13,1709,S1,20.0
20,112679,OK,M,1045,528,618.0,1,19402,3,48,538.0,604,15.0,1,4801,S1,20.0
21,2415,CA,F,5501,817,958.0,98,41734,33,36,924.0,870,17.5,28,5501,S1,25.0
22,166866,CA,F,3921,754,835.0,96,33998,7,50,804.0,799,10.0,0,0,S1,12.5
23,4211,TX,F,919,425,697.0,10,25784,4,63,562.0,558,17.92307692,2,402,C1,25.0
24,182395,WA,F,755,210,313.0,2,11983,9,39,315.0,244,16.5,28,2601,C2,10.0
25,188178,NV,F,1383,410,562.0,14,22875,8,8,464.0,499,7.0,28,0,S2,8.0
26,147835,CA,F,3694,421,666.0,97,28021,25,41,611.0,601,32.22222222,0,0,C1,20.0
27,5532,MD,M,1690,598,700.0,29,24959,4,30,655.0,653,9.928571429,0,2104,T2,15.0
28,128857,TX,M,438,213,264.0,0,7722,23,47,213.0,265,26.0,1,4801,C3,15.0
29,40058,FL,F,1187,400,469.0,12,21608,12,11,448.0,438,11.66666667,2,1007,C2,25.0
31,166207,CA,M,1367,342,355.0,4,14197,2,57,329.0,359,6.75,1,0,U2,9.0
32,124227,TX,U,267,121,94.0,0,4567,0,69,72.0,169,13.875,0,0,C3,25.0
33,7173,TN,F,854,321,427.0,0,16171,0,58,389.0,372,17.73333333,2,3008,S1,32.0
34,85152,MN,M,493,244,395.0,1,12517,1,87,311.0,314,12.5,2,0,R3,10.0
35,32807,FL,M,700,327,375.0,0,11551,9,44,360.0,355,5.444444444,1002,3301,S2,5.0
36,268,FL,F,1765,327,562.0,44,27674,14,8,465.0,442,22.38095238,0,607,C1,33.0
37,109514,LA,M,0,0,0.0,0,0,0,0,0.0,0,5.666666667,0,3601,T2,6.0
38,181644,WA,F,929,327,352.0,8,12995,5,47,369.0,314,8.5,0,5707,C3,12.0
39,62585,NC,feamale,581,231,332.0,1,11794,0,90,267.0,288,14.0,0,5001,C3,25.0
40,163354,CA,F,4313,748,811.0,98,27850,16,54,783.0,752,11.85714286,0,604,U1,10.0
41,98672,IL,M,470,274,337.0,0,11192,1,91,313.0,282,4.2,0,6506,C3,5.0
42,190614,CO,F,1159,572,561.0,0,17337,6,28,557.0,574,6.230769231,0,0,S1,3.0
43,155607,CA,F,3152,853,950.0,81,35415,10,45,891.0,908,34.0,0,5401,S1,38.0
44,161804,CA,M,1137,348,444.0,5,11621,27,54,362.0,425,9.0,1,3906,R2,5.0
45,11348,FL,M,912,313,442.0,8,18554,6,14,370.0,379,12.16666667,0,0,C2,5.0
46,111380,AR,M,332,219,296.0,0,9763,0,84,257.0,261,7.133333333,1,2801,R3,10.0
47,86578,ND,M,247,195,259.0,0,8189,1,87,220.0,231,5.5,2,1201,R3,15.0
48,157904,CA,F,2190,611,709.0,63,23641,16,43,655.0,669,6.5,0,4401,S1,6.0
49,140924,NV,M,1117,461,450.0,3,16614,6,28,461.0,461,6.428571429,1002,0,S2,7.0
50,32972,FL,F,814,268,312.0,1,10427,3,46,282.0,298,10.4,0,5511,S2,12.0
51,149541,CA,F,1814,328,410.0,27,10846,40,43,418.0,380,10.66666667,2,3601,S2,10.0
52,182604,WA,F,403,195,365.0,0,11859,8,63,288.0,237,20.0,0,2801,T2,15.0
53,103876,MO,F,613,264,357.0,0,12334,2,64,323.0,300,10.66666667,28,3001,C2,20.0
54,65999,MI,M,2712,1022,1079.0,81,49631,13,44,1144.0,989,18.42857143,2,1909,C1,25.0
55,104394,KS,F,958,467,582.0,8,18211,3,45,499.0,525,7.6,28,3501,C1,10.0
56,117524,TN,F,1129,332,537.0,12,22706,8,43,445.0,429,20.83333333,28,4402,S1,25.0
57,147904,CA,F,4984,630,777.0,98,27747,24,41,702.0,734,12.14285714,0,1501,S1,50.0
58,105815,KS,M,452,270,324.0,0,11198,4,62,300.0,297,14.8,1002,5001,C3,20.0
59,31778,FL,M,986,485,539.0,11,18013,2,26,495.0,530,20.11111111,1,4308,T1,25.0
60,112084,AR,M,655,215,305.0,3,12067,1,31,247.0,267,14.44,1,2410,R2,14.0
61,58850,KY,M,459,133,258.0,0,13898,0,81,195.0,237,3.52173913,1,2201,T2,6.0
62,185901,TX,M,674,317,553.0,2,19769,0,57,402.0,458,5.363636364,2,801,0,10.0
63,134566,UT,F,728,265,339.0,2,8896,2,54,304.0,315,10.35714286,0,0,S2,10.0
64,185819,CA,M,4153,580,891.0,91,35520,13,41,886.0,640,12.0,2,1601,S1,13.0
65,3985,TX,F,348,197,265.0,0,7978,3,87,223.0,239,10.22692308,0,2612,R3,12.0
66,23321,SC,F,869,426,511.0,4,17534,0,68,505.0,465,7.25,0,3011,T1,10.0
67,158978,CA,M,1876,393,450.0,24,11692,25,46,404.0,419,10.83333333,0,5009,S2,15.0
68,14388,FL,M,865,341,432.0,3,15630,7,21,387.0,392,6.266666667,1002,6206,S2,10.0
69,12779,CA,M,666,213,288.0,1,8943,14,47,253.0,268,8.166666667,1,1407,R3,10.0
70,39667,FL,M,809,358,446.0,8,16099,10,32,389.0,411,13.71428571,0,2209,S2,15.0
71,163731,CA,M,4763,502,609.0,97,24002,26,42,534.0,551,9.888888889,1,5401,S1,11.0
72,156457,CA,F,0,0,0.0,0,0,0,0,0.0,0,15.0,0,5308,U2,25.0
73,100369,MO,F,987,296,412.0,1,17097,2,76,354.0,344,28.0,2,7201,S2,28.0
74,46201,FL,M,2444,729,782.0,70,28668,8,33,780.0,737,15.0,1,3001,S1,15.0
75,118182,TX,M,503,213,292.0,1,9495,1,71,255.0,262,4.5,0,2301,R2,5.0
76,67,NM,F,1004,189,313.0,0,12667,2,32,247.0,236,5.05,0,1801,C2,5.0
77,116951,TX,F,1565,717,784.0,0,27276,9,27,780.0,704,6.1,0,1404,U3,6.0
78,160032,CA,F,872,294,356.0,0,12433,7,62,307.0,343,20.4,0,0,C2,25.0
79,60694,IN,F,501,305,399.0,2,13073,2,61,374.0,354,20.77777778,0,0,R1,25.0
80,80387,WI,F,331,154,273.0,0,10270,2,90,237.0,217,4.444444444,0,1401,T3,5.0
81,158143,CA,M,620,236,309.0,1,10406,2,60,270.0,279,12.36142857,1,4007,S1,16.0
82,25277,SC,M,747,369,488.0,0,18371,1,35,457.0,396,15.0,1,2101,T1,17.0
83,179454,WA,F,936,237,308.0,1,9875,22,48,304.0,257,9.5,28,2501,U3,20.0
84,145899,NC,feamale,1491,396,566.0,22,26286,1,42,489.0,472,14.0,0,0,S2,20.0
85,183790,WA,F,756,333,430.0,6,14127,1,57,372.0,391,8.769230769,0,0,R2,14.0
86,119538,TX,F,487,217,262.0,0,10468,17,59,222.0,247,9.888888889,0,3602,C3,16.0
87,24991,SC,M,651,310,382.0,1,12428,1,73,345.0,337,7.611111111,1,5201,T2,11.0
88,113501,OK,F,693,404,486.0,0,16698,3,54,479.0,439,5.125,0,6201,C2,5.0
89,185353,CA,F,1063,150,223.0,10,6871,26,38,148.0,206,3.035714286,28,1801,U4,3.0
90,72308,MI,F,609,403,466.0,0,14455,2,87,424.0,422,19.25,0,2002,T2,46.0
91,110519,LA,M,732,366,459.0,0,16287,1,71,374.0,432,10.70588235,2,3801,R1,17.0
92,124193,TX,U,439,268,341.0,0,10164,1,72,301.0,307,5.8,0,0,R2,6.0
93,181526,WA,F,871,339,384.0,2,11889,2,51,355.0,363,9.5,0,0,T2,13.0
94,2796,AK,Male,682,374,469.0,3,17213,3,29,423.0,416,15.0,0,0,R2,25.0
95,67954,MI,F,313,159,274.0,0,7661,1,76,256.0,220,16.25,0,3101,U4,35.0
96,93809,IL,M,1059,334,528.0,0,17632,15,75,513.0,392,7.583333333,1,2003,U2,10.0
97,109520,LA,M,687,257,328.0,0,10271,0,79,310.0,291,9.0,1,4501,T2,15.0
98,76051,IA,M,397,248,313.0,0,10348,2,20,270.0,296,14.4,1,4207,S3,20.0
99,145521,CA,F,2516,595,691.0,80,22684,15,40,649.0,641,13.65517241,0,0,U1,16.0
100,87533,MT,feamale,747,289,387.0,3,14744,1,54,318.0,347,11.625,0,2401,R1,5.0
101,82026,WI,F,506,270,346.0,0,12940,0,81,323.0,326,8.6,0,2201,T2,12.0
102,97055,IL,F,412,311,380.0,0,13227,0,84,354.0,342,9.333333333,0,3001,R2,22.0
104,183374,WA,male,423,208,296.0,1,9445,24,43,229.0,261,4.380952381,1,0,R3,10.0
105,28565,GA,F,745,304,342.0,1,14465,17,39,275.0,353,5.166666667,2,0,C3,7.0
106,139628,NM,M,691,284,337.0,0,11852,1,46,294.0,319,17.16,2,3801,U2,20.0
107,113686,OK,J,657,358,366.0,0,10889,5,34,366.0,357,10.0,1002,5701,C2,15.0
108,123862,TX,F,978,428,609.0,1,23102,7,43,559.0,475,4.333333333,0,7001,C1,3.0
109,151629,CA,F,1586,308,369.0,10,11913,12,32,321.0,337,9.5,0,3601,U3,15.0
110,5404,LA,U,587,291,331.0,0,10789,0,75,302.0,317,17.53846154,0,3611,T2,10.0
111,150516,CA,F,3304,567,669.0,82,21745,42,37,614.0,629,24.05882353,28,1501,S1,25.0
112,31911,VA,F,800,294,376.0,1,13480,0,63,358.0,333,4.285714286,0,0,S1,5.0
113,2379,MI,M,1596,549,672.0,31,23345,3,71,603.0,631,10.875,1,4809,T1,10.0
115,90499,IL,F,1480,560,718.0,25,22088,16,51,684.0,635,7.617021277,0,5208,C1,10.0
116,177307,OR,F,585,216,292.0,1,10423,4,42,266.0,255,9.727272727,28,0,C3,10.0
117,65423,MI,F,1033,488,651.0,0,22157,5,72,611.0,565,10.33333333,3,3401,S1,10.0
118,95800,IL,M,340,147,252.0,0,7173,5,58,178.0,217,10.2,1,1004,S3,20.0
120,104721,KS,F,1419,694,777.0,13,25024,1,29,698.0,766,7.363636364,0,6701,S2,10.0
121,165177,CA,F,2698,563,599.0,89,18228,27,49,593.0,572,10.81818182,0,0,U1,5.0
122,156929,CA,U,2688,306,449.0,88,24944,5,37,367.0,418,8.642857143,0,0,U2,15.0
123,52549,TN,M,556,202,389.0,1,14382,0,81,346.0,270,13.11111111,1,5501,R2,30.0
124,51706,TN,M,972,193,318.0,16,8716,0,71,278.0,281,11.42857143,0,4808,T2,15.0
125,117969,TX,F,498,227,315.0,0,10907,1,62,278.0,282,7.454545455,28,3001,C1,9.0
126,2235,FL,M,878,285,410.0,10,16534,4,6,331.0,349,10.47058824,1,3204,C2,12.0
127,161023,CA,M,883,281,362.0,1,11791,8,59,333.0,315,14.85714286,2,2801,R1,20.0
128,139887,NM,F,670,231,290.0,2,9443,2,52,287.0,282,11.66666667,28,0,R2,20.0
129,186212,NM,M,589,270,325.0,0,10889,5,45,317.0,292,8.588235294,1002,1008,C1,7.0
130,162759,CA,F,2620,481,523.0,82,16047,48,36,490.0,519,14.42857143,0,4001,S1,18.0
131,95654,IL,M,677,426,489.0,0,18718,2,71,466.0,442,10.66666667,1,3308,S2,20.0
132,101774,MO,F,464,164,285.0,0,9685,1,64,257.0,224,8.222222222,0,6201,C3,8.0
133,21710,NC,M,600,257,349.0,1,12433,2,64,308.0,292,9.52631579,2,0,T2,10.0
134,65565,MI,F,707,282,474.0,0,15832,13,73,393.0,383,4.176470588,2,701,U2,10.0
135,171631,CA,F,1537,495,544.0,19,17689,13,58,509.0,528,11.19230769,4,5302,S1,10.0
136,24869,SC,F,682,366,498.0,2,14538,3,63,464.0,421,8.0,0,6001,T2,8.0
137,129846,SD,M,867,483,536.0,2,18757,1,51,492.0,524,12.5,1,4201,T1,11.0
138,150379,CA,F,1943,312,381.0,45,16083,12,54,353.0,355,20.0,0,0,S2,20.0
139,36590,FL,M,1037,439,529.0,0,18050,44,27,456.0,511,10.0,1,4801,S1,10.0
140,59744,IN,F,595,284,406.0,0,13860,0,77,317.0,333,9.0,28,5408,T2,16.0
141,31893,IL,F,375,267,296.0,8,8354,6,13,270.0,295,20.0,0,0,T2,20.0
142,46884,AL,F,397,229,386.0,1,13233,0,74,329.0,336,9.777777778,0,0,R3,15.0
143,66745,MI,F,584,283,386.0,0,14843,4,68,386.0,307,15.0,28,7201,0,5.0
145,73984,MI,M,362,209,275.0,0,8558,1,91,235.0,246,9.722222222,0,3305,R3,10.0
146,27597,GA,M,991,493,548.0,3,17344,2,46,506.0,532,5.8,1,5801,T1,9.0
147,150587,CA,U,1805,398,447.0,33,14703,11,58,394.0,441,10.66666667,0,0,S2,20.0
149,85357,MN,F,476,202,304.0,0,10581,2,80,274.0,236,10.73333333,2,2908,R2,15.0
150,156866,CA,M,3393,537,580.0,97,22083,6,50,553.0,589,20.0,14,2201,U1,25.0
151,164513,AE,F,0,0,0.0,0,0,0,0,0.0,0,12.5,0,4701,C1,50.0
153,551,TX,F,340,180,279.0,1,9343,3,80,227.0,235,15.33333333,2,1201,T2,20.0
154,18750,NC,female,482,302,462.0,1,15573,0,72,328.0,396,12.5,0,5201,T2,20.0
155,81277,WI,F,322,233,320.0,0,10317,0,84,258.0,291,15.0,2,4401,R1,25.0
