Customer,ST,GENDER,Education,Customer Lifetime Value,Income,Monthly Premium Auto,Number of Open Complaints,Total Claim Amount,Policy Type,Vehicle Class
PG93638,Oregon,M,College,576111.12%,28919,73,1/0/00,207.828024,Personal Auto,Two-Door Car
OZ41737,Oregon,F,Doctor,536677.91%,0,70,1/0/00,223.174067,Personal Auto,Four-Door Car
OY66019,Oregon,F,College,625947.78%,0,83,1/0/00,254.142365,Personal Auto,Four-Door Car
CH73843,AZ,M,High School or Below,762358.07%,69900,64,1/0/00,33.97,Personal Auto,Two-Door Car
XT93203,California,M,High School or Below,1096395.72%,55687,276,1/0/00,1324.8,Personal Auto,Luxury SUV
OR85652,Oregon,F,Bachelor,742784.51%,78294,92,1/0/00,181.148732,Personal Auto,Four-Door Car
LR10110,Washington,F,Bachelors,550413.90%,0,73,1/0/00,350.4,Corporate Auto,Four-Door Car
XK11432,AZ,M,Bachelor,466512.96%,0,62,1/0/00,297.6,Personal Auto,Two-Door Car
OX24868,California,F,High School or Below,602184.25%,0,168,1/0/00,1476.670903,Personal Auto,SUV
EZ74530,Nevada,M,High School or Below,307410.55%,0,104,1/3/00,748.8,Personal Auto,Sports Car
HP46467,Oregon,F,College,495308.64%,21385,127,1/0/00,609.6,Corporate Auto,SUV
KP54476,California,M,Master,778048.93%,87128,97,1/0/00,495.612777,Personal Auto,Two-Door Car
AI47152,Nevada,F,College,799277.91%,35434,66,1/0/00,297.051768,Personal Auto,Four-Door Car
BU15334,California,F,Master,417068.73%,29462,107,1/1/00,513.6,Corporate Auto,SUV
GD59796,Nevada,F,College,2322823.67%,53243,102,1/3/00,489.6,Personal Auto,Four-Door Car
OX59701,California,M,High School or Below,544581.70%,21006,139,1/1/00,667.2,Personal Auto,SUV
OD63728,California,F,College,455849.84%,0,65,1/0/00,312,Personal Auto,Two-Door Car
JC38573,Oregon,M,Bachelor,552821.28%,36088,72,1/0/00,345.6,Corporate Auto,Four-Door Car
RC11491,Oregon,F,College,1039066.65%,28948,131,1/0/00,295.83086,Corporate Auto,SUV
RZ24101,Nevada,F,College,714254.91%,24417,185,1/0/00,888,Personal Auto,SUV
OB88698,Oregon,M,High School or Below,546954.30%,67099,69,1/0/00,22.995594,Personal Auto,Two-Door Car
IK92617,Oregon,F,Bachelor,1162873.40%,97830,96,1/0/00,298.362415,Personal Auto,Four-Door Car
YH43996,AZ,M,College,1018965.43%,0,101,1/0/00,727.2,Personal Auto,Four-Door Car
BJ65040,AZ,F,High School or Below,273343.19%,93558,67,1/0/00,478.234236,Personal Auto,Four-Door Car
WY57101,AZ,F,Doctor,401445.31%,37384,99,1/0/00,475.2,Personal Auto,Four-Door Car
OG77759,AZ,M,Bachelor,711953.19%,28227,62,1/0/00,551.28213,Personal Auto,Four-Door Car
HN38084,Nevada,M,High School or Below,1177279.07%,51008,74,1/0/00,355.2,Corporate Auto,Two-Door Car
GD11927,California,M,High School or Below,238179.08%,78185,61,1/0/00,292.8,Personal Auto,Four-Door Car
MC20349,California,F,Bachelor,520835.39%,0,74,1/0/00,532.8,Personal Auto,Four-Door Car
HM22034,Nevada,M,College,501872.79%,0,68,1/0/00,670.47746,Personal Auto,Four-Door Car
KH48996,AZ,F,Bachelor,1190054.48%,97205,100,1/2/00,5.573179,Personal Auto,Sports Car
VF32979,Washington,F,Bachelors,580017.19%,25472,73,1/0/00,350.4,Corporate Auto,Four-Door Car
LS90887,California,F,Bachelor,567438.12%,26225,72,1/1/00,320.777404,Special Auto,Four-Door Car
EN72010,Oregon,M,College,727143.40%,20545,70,1/0/00,336,Personal Auto,Two-Door Car
KH44031,Oregon,F,Master,316449.40%,0,83,1/0/00,398.4,Personal Auto,Four-Door Car
GJ47896,AZ,F,College,266103.34%,35503,67,1/0/00,216.173135,Personal Auto,Two-Door Car
GD87742,Oregon,F,College,1414055.89%,58988,118,1/0/00,566.4,Personal Auto,Sports Car
MD14027,Nevada,F,Bachelor,765422.71%,0,74,1/1/00,355.2,Personal Auto,Two-Door Car
XA32915,Nevada,M,High School or Below,219973.95%,0,64,1/0/00,685.456738,Personal Auto,Two-Door Car
XR52852,Oregon,F,College,200435.07%,0,66,1/4/00,316.8,Special Auto,Four-Door Car
EZ48947,Nevada,M,College,1311111.32%,67197,111,1/0/00,147.948783,Special Auto,SUV
OJ50322,Nevada,M,High School or Below,1576260.35%,39032,198,1/0/00,950.4,Personal Auto,SUV
XB77333,Oregon,F,College,1319792.89%,0,68,1/3/00,326.4,Personal Auto,Four-Door Car
QB58745,California,M,High School or Below,278753.98%,34927,70,1/0/00,242.491357,Personal Auto,Two-Door Car
IG62421,Nevada,M,Doctor,343613.43%,30817,88,1/0/00,91.834668,Personal Auto,Four-Door Car
SF29724,California,F,Bachelor,271336.80%,31535,70,1/0/00,90.525716,Personal Auto,Four-Door Car
WM95454,California,F,Bachelor,286731.22%,23376,78,1/0/00,374.4,Personal Auto,Four-Door Car
CB96381,California,F,College,1459024.58%,46244,62,1/0/00,255.285875,Corporate Auto,Four-Door Car
MJ60422,AZ,M,Bachelor,665247.45%,34886,84,1/0/00,403.2,Personal Auto,Two-Door Car
NC63295,AZ,M,High School or Below,244462.11%,0,66,1/0/00,316.8,Corporate Auto,Four-Door Car
CM55703,Washington,F,College,289691.88%,33746,74,1/1/00,355.2,Personal Auto,Two-Door Car
ZE76673,Oregon,M,Doctor,1097206.78%,24164,137,1/0/00,657.6,Personal Auto,Sports Car
TO60700,Washington,F,Bachelors,,25859,74,1/0/00,355.2,Special Auto,Four-Door Car
WF34690,Oregon,F,Bachelor,1935737.20%,0,68,1/1/00,326.4,Personal Auto,Four-Door Car
ZM28138,AZ,F,Bachelor,722712.04%,40153,61,1/0/00,340.07498,Personal Auto,Four-Door Car
FI14842,Nevada,F,College,785730.39%,0,104,1/0/00,499.2,Personal Auto,SUV
KC32511,Oregon,F,Master,518162.09%,97131,64,1/0/00,307.2,Personal Auto,Four-Door Car
NE10467,AZ,F,High School or Below,428106.22%,23712,106,1/0/00,508.8,Corporate Auto,SUV
PT93474,Oregon,F,Bachelor,1151316.29%,0,64,1/0/00,307.2,Personal Auto,Four-Door Car
RL74454,Nevada,F,Bachelor,514711.02%,33171,65,1/0/00,236.643695,Personal Auto,Four-Door Car
DQ31994,Nevada,F,College,866349.76%,0,83,1/1/00,398.4,Corporate Auto,Four-Door Car
DN98431,Oregon,F,High School or Below,253532.17%,0,68,1/0/00,326.4,Corporate Auto,Four-Door Car
EV53200,Nevada,M,College,2150433.88%,60228,112,1/1/00,286.102971,Personal Auto,SUV
AJ89107,AZ,M,High School or Below,734932.85%,27072,93,1/0/00,565.336931,Personal Auto,Four-Door Car
WS25565,California,M,Master,850985.09%,26057,74,1/0/00,523.888845,Personal Auto,Four-Door Car
ZY33234,Nevada,F,High School or Below,429718.91%,66331,107,1/0/00,513.6,Personal Auto,Two-Door Car
PS69748,Washington,M,College,871704.98%,83846,74,1/3/00,355.2,Personal Auto,Four-Door Car
HL33607,Washington,M,College,871704.98%,83846,74,1/3/00,355.2,Personal Auto,Four-Door Car
DG90902,California,F,College,1747664.14%,45106,73,1/0/00,350.4,Personal Auto,Four-Door Car
SW96063,AZ,F,Bachelor,1047989.97%,78435,130,1/0/00,553.61131,Personal Auto,SUV
CP19929,California,F,Bachelor,224257.44%,0,63,1/1/00,453.6,Corporate Auto,Two-Door Car
KR50062,Oregon,M,College,275445.68%,79507,70,1/3/00,442.199439,Personal Auto,Two-Door Car
CU19735,Arizona,M,High School or Below,804120.06%,44986,101,1/0/00,624.023564,Corporate Auto,SUV
ST52914,Arizona,M,College,604291.19%,25899,79,1/0/00,568.8,Personal Auto,Two-Door Car
WQ68301,Oregon,M,Bachelor,282743.89%,13610,74,1/0/00,355.2,Personal Auto,Four-Door Car
LR33381,Nevada,M,Doctor,2204185.64%,0,65,1/0/00,312,Personal Auto,Four-Door Car
UR36912,California,M,Bachelor,279680.22%,77362,70,1/0/00,386.599797,Personal Auto,Two-Door Car
SK46419,California,M,High School or Below,407284.94%,96443,102,1/0/00,489.6,Personal Auto,SUV
BY88757,California,M,Master,518246.23%,0,135,1/1/00,939.528475,Personal Auto,SUV
ER65086,Nevada,M,Doctor,613166.32%,90778,76,1/0/00,62.291009,Personal Auto,Four-Door Car
TP87527,California,F,High School or Below,239213.11%,0,65,1/0/00,361.181122,Corporate Auto,Four-Door Car
VL80291,Nevada,F,Master,320966.30%,78494,79,1/0/00,122.305677,Personal Auto,Two-Door Car
WL45773,California,F,Doctor,280860.60%,83497,69,1/0/00,196.523187,Special Auto,Four-Door Car
TT36693,Nevada,M,College,436293.12%,58842,110,1/0/00,528,Personal Auto,Four-Door Car
PT12544,Arizona,M,College,688046.89%,63935,87,1/0/00,221.61885,Personal Auto,Four-Door Car
CI24326,Oregon,M,Bachelor,359106.67%,0,96,1/0/00,460.8,Personal Auto,Four-Door Car
YQ73717,California,M,High School or Below,520125.22%,0,69,1/0/00,331.2,Personal Auto,Four-Door Car
FG99706,Oregon,F,College,552154.26%,0,77,1/0/00,369.6,Personal Auto,Four-Door Car
OM63414,Arizona,F,Bachelor,507165.15%,62258,65,1/0/00,117.450428,Personal Auto,Two-Door Car
JQ74890,Nevada,M,Bachelor,292168.14%,0,80,1/0/00,739.310493,Corporate Auto,Four-Door Car
FP93662,California,F,Master,1580653.40%,58516,98,1/0/00,470.4,Corporate Auto,Two-Door Car
SA40041,Washington,F,Bachelor,574988.38%,22814,73,1/0/00,360.773462,Personal Auto,Four-Door Car
EW82164,California,F,Bachelor,416741.96%,56901,104,1/0/00,499.2,Personal Auto,SUV
KV99550,California,M,High School or Below,651495.40%,0,61,1/1/00,292.8,Personal Auto,Four-Door Car
CA96230,California,M,Doctor,918951.83%,99443,117,1/4/00,228.049424,Personal Auto,SUV
QN17712,Oregon,F,College,823122.34%,0,113,1/0/00,373.073162,Personal Auto,SUV
KM79894,Arizona,M,Master,309517.54%,88246,77,1/1/00,428.608683,Corporate Auto,Four-Door Car
KR25511,Washington,M,High School or Below,600521.48%,26876,76,1/0/00,364.8,Corporate Auto,Four-Door Car
DZ45471,Nevada,M,College,758211.38%,64801,64,1/0/00,268.471802,Personal Auto,Four-Door Car
DE18949,Oregon,F,College,1634460.81%,57029,68,1/0/00,135.788525,Corporate Auto,Two-Door Car
BN74268,Arizona,F,College,1176315.25%,28045,99,1/0/00,475.2,Personal Auto,Four-Door Car
QJ93301,Nevada,M,Master,405337.38%,44661,101,1/0/00,436.836944,Personal Auto,Two-Door Car
OO92815,Arizona,F,High School or Below,331115.79%,21246,83,1/0/00,398.4,Personal Auto,Four-Door Car
HV50891,Nevada,M,Doctor,352804.43%,31278,92,1/4/00,441.6,Personal Auto,Two-Door Car
RK59543,California,F,High School or Below,559538.99%,74454,71,1/0/00,340.8,Personal Auto,Four-Door Car
IH54239,California,M,Master,508969.43%,62474,63,1/0/00,112.120881,Personal Auto,Four-Door Car
GB14456,Nevada,M,High School or Below,2233716.31%,0,130,1/0/00,1376.910777,Personal Auto,SUV
RC95515,Arizona,M,College,479283.05%,20647,63,1/0/00,185.061408,Personal Auto,Four-Door Car
TI61458,California,F,Bachelor,2778969.24%,33806,89,1/0/00,395.729716,Personal Auto,Four-Door Car
RB49468,Oregon,F,Bachelor,751166.06%,0,70,1/0/00,340.201412,Personal Auto,Four-Door Car
SJ18454,Oregon,M,High School or Below,1876755.16%,0,111,1/0/00,900.14526,Personal Auto,Sports Car
KC19420,California,F,College,498764.31%,19589,127,1/0/00,1027.010512,Personal Auto,SUV
TP12241,California,F,College,512319.68%,22338,67,1/1/00,307.801098,Personal Auto,Two-Door Car
BD89564,Nevada,M,College,598977.39%,66839,154,1/0/00,739.2,Personal Auto,Sports Car
EC71986,Washington,F,High School or Below,242928.05%,26736,63,1/0/00,367.92773,Personal Auto,Four-Door Car
CJ97736,Oregon,F,College,582818.22%,31364,74,1/0/00,461.269135,Personal Auto,Four-Door Car
QF59448,Washington,M,College,283158.77%,17752,77,1/0/00,369.6,Personal Auto,Four-Door Car
YB70005,Oregon,M,College,976793.69%,36225,123,1/0/00,221.048602,Special Auto,SUV
QI40455,Oregon,F,Doctor,1209791.22%,0,107,1/0/00,271.014511,Personal Auto,SUV
YL72747,California,M,High School or Below,226531.86%,0,61,1/0/00,292.8,Personal Auto,Four-Door Car
FL18392,California,F,Bachelor,571908.87%,77601,71,1/0/00,276.640352,Personal Auto,Two-Door Car
AL21967,Oregon,M,Master,1017147.78%,74243,84,1/0/00,71.311211,Corporate Auto,Four-Door Car
KC67431,California,F,College,1051715.64%,46707,133,1/0/00,80.70505,Personal Auto,Sports Car
EG40823,Oregon,F,Bachelor,430347.14%,0,116,1/0/00,765.566699,Personal Auto,SUV
QO89177,California,M,College,1192675.33%,50234,101,1/0/00,484.8,Personal Auto,Four-Door Car
AV72430,Oregon,M,Master,1653170.38%,75526,103,1/1/00,494.4,Personal Auto,Four-Door Car
TL18087,Washington,M,Bachelor,305928.21%,65083,77,1/0/00,369.6,Personal Auto,Four-Door Car
WI29961,Nevada,M,High School or Below,543744.37%,28343,69,1/0/00,331.2,Personal Auto,Two-Door Car
ZR11692,California,M,Bachelor,510329.66%,74948,64,1/0/00,216.744457,Corporate Auto,Four-Door Car
No36572,Oregon,M,High School or Below,458310.09%,22728,116,1/0/00,556.8,Personal Auto,Four-Door Car
YZ56105,California,F,High School or Below,640962.75%,0,99,1/2/00,712.8,Personal Auto,Two-Door Car
MN62189,California,F,High School or Below,899198.45%,17331,117,1/0/00,1138.255325,Personal Auto,SUV
MQ32284,California,F,College,1223277.63%,35133,102,1/0/00,692.962785,Personal Auto,SUV
NS38229,Nevada,F,College,512603.89%,63147,64,1/0/00,87.565229,Personal Auto,Four-Door Car
IB41597,California,F,College,1101416.36%,67575,91,1/0/00,401.60781,Personal Auto,Four-Door Car
IP68868,Oregon,M,High School or Below,381961.95%,0,111,1/0/00,799.2,Personal Auto,Two-Door Car
EL70257,California,F,High School or Below,840439.51%,48315,71,1/0/00,340.8,Personal Auto,Four-Door Car
NB27041,Arizona,F,High School or Below,903567.11%,34337,113,1/0/00,542.4,Corporate Auto,Four-Door Car
BM28359,Oregon,M,High School or Below,545370.76%,33818,72,1/4/00,341.878002,Personal Auto,Four-Door Car
VB77950,California,F,High School or Below,376636.66%,22439,98,1/0/00,470.4,Personal Auto,Four-Door Car
PE47967,Oregon,F,College,728393.44%,79055,186,1/1/00,177.635183,Personal Auto,Luxury SUV
QR47308,Nevada,F,College,274524.98%,45191,69,1/0/00,330.782934,Personal Auto,Four-Door Car
YU49449,California,M,Bachelor,262627.94%,41990,66,1/0/00,316.8,Personal Auto,Four-Door Car
KN25124,Oregon,F,Master,245681.66%,50979,61,1/1/00,262.842655,Personal Auto,Two-Door Car
HI51182,Oregon,F,College,845367.77%,59888,106,1/0/00,712.682559,Personal Auto,Four-Door Car
MS18916,California,M,College,350856.95%,20978,98,1/1/00,1176.2788,Personal Auto,Four-Door Car
IE40701,California,M,High School or Below,287735.43%,32807,73,1/0/00,350.4,Personal Auto,Four-Door Car
UT48216,Nevada,M,College,784016.58%,58414,210,1/2/00,1008,Personal Auto,Luxury SUV
VN92740,Arizona,F,College,277104.50%,50071,71,1/0/00,18.918935,Corporate Auto,Two-Door Car
IZ55070,Nevada,F,High School or Below,533948.83%,67796,69,1/4/00,331.2,Personal Auto,Four-Door Car
HI74419,Washington,M,College,809287.70%,50825,102,1/0/00,369.614729,Personal Auto,SUV
MP76478,Washington,F,High School or Below,864650.41%,64125,108,1/0/00,369.818708,Corporate Auto,SUV
DY30071,Oregon,M,Bachelor,565923.84%,69387,71,1/0/00,71.517444,Personal Auto,Four-Door Car
ZN24083,Oregon,M,Doctor,553246.23%,29084,71,1/1/00,492.088331,Corporate Auto,Four-Door Car
JU74347,Oregon,M,Bachelor,794351.33%,60214,100,1/1/00,291.287905,Corporate Auto,Sports Car
YJ35850,Oregon,M,High School or Below,977460.58%,96018,122,1/0/00,390.88142,Personal Auto,SUV
IE15348,Washington,F,High School or Below,406700.47%,28466,102,1/0/00,371.802628,Personal Auto,SUV
GP67816,California,F,High School or Below,2320839.42%,60233,116,1/0/00,481.265179,Personal Auto,Two-Door Car
PW51793,Oregon,M,Bachelor,732589.27%,52920,93,1/0/00,1101.05432,Personal Auto,Four-Door Car
UF59346,California,M,Bachelor,417034.07%,90310,104,1/0/00,166.355491,Personal Auto,SUV
FG29932,California,M,College,784016.58%,58414,210,1/2/00,1008,Special Auto,Luxury SUV
UX71137,Washington,F,Doctor,887596.55%,69205,110,1/0/00,372.362565,Personal Auto,Four-Door Car
BY54111,Oregon,M,High School or Below,1937890.78%,21159,73,1/0/00,350.4,Personal Auto,Four-Door Car
RM83767,Washington,M,College,597099.57%,64008,85,1/5/00,372.893812,Personal Auto,Four-Door Car
PT15464,Arizona,F,Bachelor,914887.79%,68236,114,1/0/00,20.725611,Personal Auto,SUV
BP92643,Arizona,F,High School or Below,1377097.62%,59207,116,1/0/00,556.8,Personal Auto,Four-Door Car
BW94308,Washington,F,High School or Below,2009689.34%,92766,71,1/0/00,379.029102,Personal Auto,Two-Door Car
GQ46925,Arizona,M,High School or Below,582168.43%,77563,143,1/0/00,545.999699,Personal Auto,Sports Car
RF14806,Arizona,F,College,309580.34%,33415,78,1/0/00,374.4,Personal Auto,Four-Door Car
KJ23009,California,F,Bachelor,1059854.25%,20179,133,1/1/00,638.4,Corporate Auto,SUV
IB81655,California,M,Bachelor,769512.30%,50147,101,1/0/00,484.8,Personal Auto,SUV
SV62436,Washington,NA,Bachelor,304179.16%,13789,79,1/0/00,379.2,Personal Auto,Four-Door Car
HR64684,Oregon,M,Master,868982.25%,0,99,1/5/00,475.2,Personal Auto,Four-Door Car
QS96715,Nevada,F,High School or Below,813177.92%,93715,102,1/2/00,254.83769,Personal Auto,SUV
SW55711,Oregon,M,High School or Below,381532.16%,23540,103,1/2/00,494.4,Corporate Auto,Two-Door Car
LZ19268,California,F,College,1163889.95%,25370,102,1/0/00,489.6,Personal Auto,Sports Car
FU74983,Nevada,F,Bachelor,2280053.54%,68771,96,1/0/00,276.268778,Personal Auto,Four-Door Car
KB99097,California,F,Bachelor,446299.70%,0,73,1/3/00,350.4,Special Auto,Two-Door Car
AP52126,Oregon,F,College,1315183.20%,68562,108,1/0/00,228.498823,Personal Auto,SUV
EX61844,Arizona,M,High School or Below,1401997.55%,36733,71,1/0/00,327.078047,Personal Auto,Four-Door Car
QC30857,Nevada,F,College,293115.52%,45768,73,1/0/00,191.934494,Personal Auto,Two-Door Car
RT69513,California,F,Bachelor,477475.17%,0,64,1/0/00,307.2,Personal Auto,Four-Door Car
HV85198,Arizona,M,Master,847141.75%,63513,70,1/0/00,185.667213,Personal Auto,Four-Door Car
BS91566,Arizona,F,College,543121.91%,58161,68,1/0/00,140.747286,Corporate Auto,Four-Door Car
IL40123,Nevada,F,College,568964.41%,83640,70,1/0/00,471.050488,Corporate Auto,Two-Door Car
MY32149,California,F,Master,368672.38%,0,96,1/0/00,28.460568,Personal Auto,Two-Door Car
SA91515,California,M,Bachelor,399258.39%,0,111,1/0/00,700.349052,Personal Auto,SUV
