Customer,State,Customer Lifetime Value,Education,Gender,Income,Monthly Premium Auto,Number of Open Complaints,Policy Type,Total Claim Amount,Vehicle Class
EN89709,Arizona,2555.535685,Doctor,F,18241,65,0,Personal Auto,151.991098,Two-Door Car
QN68814,Oregon,2373.795076,Bachelor,M,0,65,0,Corporate Auto,312,Two-Door Car
NE70831,California,2732.652352,High School or Below,F,86650,69,2,Personal Auto,323.865715,Two-Door Car
FV72595,Arizona,4703.71858,Bachelor,M,0,137,0,Personal Auto,1554.089517,SUV
VZ81004,Oregon,19259.84494,Master,F,35973,159,0,Personal Auto,763.2,Sports Car
VM89271,Arizona,3844.569357,High School or Below,M,26262,97,0,Personal Auto,465.6,Four-Door Car
CL97519,California,4683.443348,College,M,25187,121,0,Personal Auto,580.8,SUV
RN71166,Oregon,5174.081063,High School or Below,F,88081,64,0,Personal Auto,82.483947,Four-Door Car
PJ86059,Oregon,2655.864573,High School or Below,F,83460,66,0,Corporate Auto,443.44552,Four-Door Car
BP34620,California,5615.073509,Bachelor,F,19949,74,1,Corporate Auto,355.2,Four-Door Car
HI58196,Oregon,3161.171297,College,M,0,92,0,Personal Auto,897.379535,Two-Door Car
OZ58610,Arizona,7575.647415,High School or Below,M,0,109,0,Personal Auto,784.8,SUV
WC34456,California,3985.398895,Bachelor,F,77739,98,0,Personal Auto,428.563553,Four-Door Car
FC15606,Oregon,9706.375239,College,F,23649,122,0,Personal Auto,535.606632,SUV
UM99946,Arizona,7736.654606,College,M,68980,98,0,Personal Auto,464.038577,Four-Door Car
JG94795,Oregon,4179.488639,Master,F,60010,103,0,Special Auto,494.4,Four-Door Car
GD93408,California,5759.011129,Bachelor,F,30968,74,1,Corporate Auto,45.425684,Two-Door Car
QO12561,California,4165.396419,High School or Below,M,0,116,0,Personal Auto,556.8,Four-Door Car
VI12822,Washington,2632.552578,High School or Below,F,99841,65,0,Personal Auto,312,Four-Door Car
CT84535,California,3885.456401,College,M,0,105,0,Personal Auto,504,Four-Door Car
NT36519,California,8161.944953,College,M,32967,105,1,Personal Auto,504,SUV
WT86597,Oregon,13024.13012,Master,M,0,125,0,Personal Auto,900,SUV
ZJ27465,California,14137.23043,College,F,31794,119,0,Personal Auto,571.2,SUV
QF75939,Washington,3700.678124,High School or Below,F,36710,94,0,Personal Auto,676.8,Four-Door Car
MC73302,Oregon,5511.033294,Bachelor,F,36267,69,0,Personal Auto,263.454037,Four-Door Car
WE21182,Oregon,5169.49937,High School or Below,M,12430,73,0,Personal Auto,350.4,Four-Door Car
TD90906,Oregon,6044.020038,High School or Below,F,93715,74,0,Personal Auto,532.8,Four-Door Car
WB66665,Nevada,4349.30875,College,F,75648,108,0,Corporate Auto,112.660916,SUV
ZP26168,Washington,9688.129179,College,F,24584,66,0,Corporate Auto,279.706613,Four-Door Car
ZG56744,California,5528.212807,Bachelor,M,36088,72,0,Personal Auto,345.6,Four-Door Car
BO81145,Arizona,7894.5005,Bachelor,M,21723,104,0,Personal Auto,748.8,SUV
BQ28323,Oregon,5935.815989,High School or Below,F,63833,73,0,Personal Auto,199.460544,Four-Door Car
WD38315,California,4520.339327,College,M,0,61,0,Personal Auto,304.156333,Four-Door Car
IS73434,Arizona,3219.146148,Bachelor,F,45892,81,0,Corporate Auto,388.8,Four-Door Car
VO94890,Oregon,5935.572179,College,M,90263,74,0,Personal Auto,355.2,Two-Door Car
ZH43085,Washington,2322.572562,High School or Below,M,0,63,0,Corporate Auto,453.6,Four-Door Car
HQ10502,Oregon,11692.00974,Bachelor,M,40548,98,0,Personal Auto,470.4,Four-Door Car
SP46702,Oregon,10175.2441,College,M,0,99,0,Corporate Auto,831.340966,Two-Door Car
JB60515,Washington,2513.971107,High School or Below,M,50450,63,0,Personal Auto,302.4,Four-Door Car
TK49887,California,2897.779107,College,F,0,85,0,Personal Auto,612,Two-Door Car
EG16813,Arizona,5515.246935,College,F,75963,69,0,Corporate Auto,102.147789,Two-Door Car
SI13406,Arizona,3469.836978,High School or Below,F,32714,87,0,Personal Auto,513.041633,Four-Door Car
WC11272,Oregon,6907.554242,Bachelor,F,42790,87,0,Personal Auto,290.057111,Two-Door Car
TU27563,Oregon,3647.24611,Bachelor,F,20694,94,1,Personal Auto,451.2,Two-Door Car
IL72707,California,3265.156348,Bachelor,F,25820,82,0,Personal Auto,393.6,Four-Door Car
DZ62350,California,2514.282096,High School or Below,M,24744,65,0,Personal Auto,312,Four-Door Car
VV82891,Washington,4462.997006,Bachelor,F,0,73,3,Personal Auto,350.4,Two-Door Car
UQ41461,Washington,4570.673702,Bachelor,F,27538,63,4,Personal Auto,285.843893,Four-Door Car
NI58226,Oregon,2752.65503,High School or Below,F,81280,68,0,Personal Auto,308.349562,Four-Door Car
VA78645,California,2188.655055,College,M,0,67,1,Personal Auto,321.6,Four-Door Car
UY61301,Nevada,2710.149379,Bachelor,M,0,73,0,Personal Auto,350.4,Four-Door Car
XC25965,Washington,14754.35923,Bachelor,F,26486,128,1,Personal Auto,614.4,SUV
EB93628,Oregon,10759.40004,High School or Below,F,0,97,0,Personal Auto,465.6,Two-Door Car
PK35830,Oregon,12357.11512,Bachelor,M,0,182,0,Personal Auto,1953.87972,Luxury SUV
KY98596,Arizona,5033.390798,Bachelor,M,68331,63,0,Personal Auto,302.4,Four-Door Car
CI19819,Arizona,2370.618948,High School or Below,M,0,71,1,Personal Auto,511.2,Two-Door Car
TN82637,Nevada,11236.31135,College,M,21636,64,5,Personal Auto,213.587367,Two-Door Car
FA90739,Oregon,12476.64759,High School or Below,M,0,121,0,Corporate Auto,871.2,SUV
FD62224,Oregon,14641.51818,College,F,0,133,0,Personal Auto,1386.870718,SUV
KE45653,California,4731.844073,Bachelor,F,0,64,0,Personal Auto,307.2,Four-Door Car
FC10193,Washington,10620.49148,College,F,35601,69,0,Personal Auto,249.803437,Four-Door Car
DO48835,Oregon,13478.8,High School or Below,M,0,198,1,Corporate Auto,1425.6,Luxury SUV
VK44934,California,8873.201307,College,M,28558,119,4,Personal Auto,797.558033,SUV
XB89264,Nevada,5260.921627,High School or Below,F,60101,66,0,Corporate Auto,1.332349,Two-Door Car
XL49151,Arizona,2792.009458,College,M,22426,76,1,Corporate Auto,528.391284,Four-Door Car
FG42635,Oregon,10018.66117,College,M,30720,139,4,Personal Auto,778.463303,SUV
FE12805,Oregon,7180.270931,Bachelor,F,34161,186,3,Personal Auto,892.8,SUV
GT17701,Oregon,3012.039703,Bachelor,F,42987,77,0,Personal Auto,128.490137,Four-Door Car
CH76379,Oregon,4236.814353,Bachelor,M,0,61,0,Personal Auto,292.8,Four-Door Car
QT77453,Arizona,5283.362834,High School or Below,F,80928,132,0,Corporate Auto,538.545218,SUV
BS90503,Washington,5395.091602,Bachelor,F,86640,67,0,Personal Auto,65.457366,Four-Door Car
MX93376,California,6913.566525,College,F,26714,64,1,Personal Auto,307.2,Two-Door Car
KT54608,Arizona,2619.337376,Bachelor,M,78618,66,0,Corporate Auto,225.578841,Two-Door Car
CY18875,Oregon,8390.122077,High School or Below,F,0,78,0,Personal Auto,732.340362,Four-Door Car
YT74573,California,13727.79972,College,M,0,126,0,Personal Auto,604.8,SUV
WL46640,Nevada,4482.015107,College,M,62977,115,0,Corporate Auto,552,SUV
CY49953,Oregon,2827.55957,College,F,0,79,0,Special Auto,568.8,Four-Door Car
FD72269,California,5584.961718,High School or Below,F,19724,72,0,Personal Auto,345.6,Four-Door Car
RE29039,California,7568.85152,High School or Below,F,27558,65,0,Personal Auto,312,Four-Door Car
TA35356,California,9664.330983,College,F,86054,239,0,Personal Auto,115.166422,Luxury Car
HS88081,California,6480.681366,High School or Below,F,42846,81,0,Corporate Auto,286.142521,Four-Door Car
SM52948,Nevada,8707.619537,Bachelor,F,57107,110,3,Personal Auto,528,SUV
ZL30083,Oregon,9048.983447,High School or Below,M,0,119,0,Personal Auto,571.2,Sports Car
MP22051,Washington,2615.852084,College,M,54314,66,0,Personal Auto,282.770894,Four-Door Car
OF38237,California,4878.829713,Doctor,F,29950,61,0,Personal Auto,292.8,Two-Door Car
KL27677,Nevada,10793.75704,College,F,24195,90,0,Personal Auto,360.269404,Two-Door Car
NX58648,Oregon,5528.080912,High School or Below,F,0,73,0,Personal Auto,388.819919,Four-Door Car
WP19664,Arizona,4605.87485,College,M,47481,116,0,Personal Auto,556.8,SUV
LB83807,Oregon,8343.412804,Bachelor,M,63354,106,0,Personal Auto,508.8,Two-Door Car
EL44544,Oregon,13009.24125,High School or Below,F,57591,66,0,Corporate Auto,316.8,Four-Door Car
ST99840,Nevada,7486.019078,Bachelor,F,0,71,0,Corporate Auto,340.8,Four-Door Car
ZS15062,Oregon,9547.71004,Master,M,34919,82,1,Personal Auto,277.871312,Four-Door Car
RJ68578,Oregon,8110.704417,High School or Below,M,76879,101,0,Corporate Auto,487.102627,Sports Car
AE74442,California,7379.456823,Bachelor,F,61584,61,0,Corporate Auto,205.294927,Four-Door Car
TF80571,California,6612.617859,High School or Below,M,28792,185,3,Corporate Auto,1166.603776,Sports Car
YH31618,Oregon,7452.233634,Bachelor,F,0,105,0,Corporate Auto,504,Two-Door Car
HZ39407,Washington,2686.535218,Master,M,26713,71,0,Personal Auto,142.695319,Four-Door Car
GX38439,California,4470.181084,College,F,0,129,0,Personal Auto,928.8,SUV
FF65294,Oregon,10348.01348,High School or Below,M,34244,87,2,Personal Auto,417.6,Four-Door Car
GC40999,Oregon,11790.49617,College,M,25251,66,0,Personal Auto,316.8,Four-Door Car
BA87048,Washington,4566.123651,Bachelor,M,0,68,0,Personal Auto,326.4,Four-Door Car
DE23903,Oregon,5905.971667,Bachelor,F,59848,73,1,Personal Auto,131.614733,Two-Door Car
UP30859,Nevada,7492.055949,College,F,39815,64,0,Special Auto,91.391245,Four-Door Car
PY17715,California,3427.154407,Master,F,58840,86,0,Corporate Auto,73.27252,Two-Door Car
NU22358,Washington,5181.620895,Master,F,97131,64,0,Special Auto,307.2,Four-Door Car
BR77413,Arizona,4686.469674,College,M,58089,118,0,Personal Auto,566.4,SUV
FI17798,California,2710.12066,Doctor,M,0,71,0,Personal Auto,340.8,Four-Door Car
KN32615,Arizona,4313.34397,College,F,0,126,2,Personal Auto,656.57161,SUV
EB86696,California,4755.36505,Bachelor,M,21808,119,0,Special Auto,571.2,SUV
YB14965,Arizona,36516.0456,College,M,89771,114,0,Personal Auto,432.409662,SUV
ZD42550,Nevada,7792.067056,Master,F,36776,65,0,Corporate Auto,240.186527,Four-Door Car
FI61655,Arizona,2549.998419,Bachelor,M,31213,65,0,Corporate Auto,312,Four-Door Car
PC30692,Oregon,7521.282545,Bachelor,M,0,115,0,Personal Auto,987.293841,SUV
EK71077,California,11510.36033,Bachelor,F,0,61,0,Corporate Auto,439.2,Four-Door Car
ED91989,Arizona,7999.251628,College,M,0,107,0,Personal Auto,513.6,SUV
JH58573,California,7927.182997,College,M,32555,68,0,Personal Auto,86.912677,Two-Door Car
YP75411,Arizona,21123.1166,College,M,0,69,0,Personal Auto,496.8,Two-Door Car
FV33188,Washington,2453.570794,Bachelor,M,29735,69,0,Personal Auto,331.2,Four-Door Car
ZQ94561,Washington,2981.549197,College,M,80590,74,0,Corporate Auto,97.928632,Four-Door Car
JZ16164,Oregon,5110.755667,Bachelor,F,22565,132,0,Personal Auto,633.6,SUV
MU63232,Arizona,5351.853544,Master,M,54817,137,0,Personal Auto,209.504391,SUV
CG13512,Oregon,9015.819465,College,M,0,62,0,Personal Auto,42.642554,Two-Door Car
ZR86524,Oregon,5903.612641,College,F,55393,74,1,Corporate Auto,2.173552,Four-Door Car
UG38549,California,8852.734284,High School or Below,F,0,83,0,Personal Auto,597.6,Four-Door Car
HJ37943,California,13333.38849,Bachelor,F,75634,110,0,Personal Auto,432.805382,Two-Door Car
QA72881,Oregon,8658.863813,College,M,62464,109,0,Personal Auto,400.181882,Sports Car
BL54814,Arizona,4871.15057,College,M,72648,61,0,Personal Auto,120.850664,Four-Door Car
MG72449,Nevada,5279.198664,Bachelor,F,77167,66,0,Personal Auto,137.086695,Four-Door Car
VR66049,Washington,6689.022728,High School or Below,M,56980,84,0,Corporate Auto,599.000883,Two-Door Car
KC17606,California,5244.550942,College,F,27444,66,0,Personal Auto,313.931213,Four-Door Car
LB12820,Oregon,6688.857444,High School or Below,M,57289,86,0,Corporate Auto,562.224942,Two-Door Car
ZH30674,Oregon,8408.308374,Bachelor,M,84091,105,0,Personal Auto,380.560266,Four-Door Car
HX96638,Arizona,2052.948967,College,M,0,67,2,Personal Auto,806.180375,Four-Door Car
TT20057,Oregon,10592.58753,College,M,59590,136,0,Personal Auto,460.266881,SUV
AM26598,Arizona,2913.493264,College,F,89672,72,0,Personal Auto,309.568636,Four-Door Car
AY73718,California,5243.446345,Bachelor,F,96535,66,0,Personal Auto,271.074379,Four-Door Car
EL11108,Oregon,14191.59699,Doctor,F,25575,117,0,Personal Auto,561.6,SUV
FA15811,Nevada,9426.384787,College,F,38910,78,0,Personal Auto,20.209679,Two-Door Car
BA51898,Arizona,4521.190551,Bachelor,M,39426,114,0,Special Auto,412.884282,SUV
PP30874,California,3579.023825,High School or Below,F,28304,91,2,Personal Auto,655.2,Four-Door Car
MN74944,Arizona,6285.15476,College,M,52210,80,0,Personal Auto,384,Four-Door Car
FK94501,Nevada,7844.252972,Bachelor,F,0,102,0,Personal Auto,273.945412,SUV
HZ84382,Oregon,8283.843281,Master,M,94851,104,0,Personal Auto,190.998822,Four-Door Car
FA89548,Arizona,2436.397813,Bachelor,M,0,67,0,Personal Auto,399.0564,Four-Door Car
GD29440,Washington,2538.62632,Bachelor,M,18608,71,0,Personal Auto,340.8,Four-Door Car
DE21910,Oregon,7304.395148,College,F,41025,92,0,Personal Auto,20.374393,Four-Door Car
CH50584,Oregon,32474.76977,High School or Below,M,71449,102,0,Personal Auto,734.4,SUV
JV97593,California,6674.455913,Bachelor,F,92653,83,1,Personal Auto,456.519419,Four-Door Car
ND68993,Nevada,33473.34946,Bachelor,F,33190,106,0,Personal Auto,508.8,SUV
YT46746,Oregon,6459.640942,College,F,24290,82,0,Personal Auto,393.6,Four-Door Car
RF94484,Oregon,4605.036646,College,F,22571,63,0,Corporate Auto,302.4,Four-Door Car
No19664,California,5686.743252,High School or Below,F,26409,71,0,Personal Auto,475.166267,Four-Door Car
BA97018,Arizona,6608.165971,High School or Below,M,21616,93,0,Personal Auto,944.854655,Two-Door Car
HY16703,Oregon,7158.530736,College,M,36463,92,0,Personal Auto,441.6,Four-Door Car
MA15172,California,10179.71704,Bachelor,F,14290,271,0,Personal Auto,1300.8,Luxury SUV
WO81184,California,5052.381573,Bachelor,M,34645,69,3,Special Auto,220.446667,Two-Door Car
FX39582,Washington,5201.357604,Bachelor,M,67001,131,0,Personal Auto,463.425687,SUV
ZG23976,California,8632.783576,Bachelor,F,96200,107,0,Personal Auto,513.6,Two-Door Car
WE25756,Arizona,7350.930502,High School or Below,M,69241,93,0,Personal Auto,111.250449,Four-Door Car
AP59947,California,7690.159642,Bachelor,F,55843,64,0,Corporate Auto,307.2,Two-Door Car
JG31799,California,8259.1108,Bachelor,F,20305,76,1,Personal Auto,496.477418,Two-Door Car
XY28151,Oregon,2317.282049,Bachelor,F,0,68,0,Corporate Auto,489.6,Two-Door Car
ZB72138,Oregon,8929.611119,Bachelor,M,44329,112,0,Personal Auto,537.6,SUV
OP52966,Arizona,4854.362069,High School or Below,M,44279,61,0,Personal Auto,292.8,Two-Door Car
TG67664,California,2659.70565,College,F,0,87,3,Personal Auto,420.041981,Four-Door Car
DH14632,Oregon,8750.222052,College,F,34695,113,0,Personal Auto,100.323765,SUV
QN26812,Arizona,5054.780543,High School or Below,M,79297,64,0,Personal Auto,72.760316,Four-Door Car
PD97837,Arizona,2199.516645,Bachelor,M,0,62,0,Corporate Auto,297.6,Four-Door Car
LX67597,Nevada,5715.312991,Bachelor,M,84183,72,0,Personal Auto,255.565349,Four-Door Car
VH35998,California,9566.839884,Doctor,M,53375,79,0,Personal Auto,127.322656,Four-Door Car
UE54045,California,10094.13003,High School or Below,F,32046,127,0,Corporate Auto,475.599472,SUV
XA50997,Nevada,5444.793941,High School or Below,M,91393,67,0,Personal Auto,460.551521,Two-Door Car
GM37281,California,2582.408525,Bachelor,F,76731,64,0,Personal Auto,201.455005,Four-Door Car
QT84069,Oregon,50568.25912,Master,M,82081,249,0,Personal Auto,753.760098,Luxury SUV
MG74662,Oregon,3484.247842,High School or Below,F,51337,88,0,Corporate Auto,72.543171,Four-Door Car
EP46328,California,5555.830205,Bachelor,M,74015,72,0,Personal Auto,471.443077,Four-Door Car
UL87052,Arizona,4173.140695,Bachelor,F,0,117,0,Personal Auto,842.4,SUV
GA93544,Oregon,2897.494724,High School or Below,F,0,77,0,Personal Auto,554.4,Four-Door Car
EW73206,California,8044.511759,Bachelor,F,68849,67,0,Corporate Auto,252.699037,Two-Door Car
MV19629,Oregon,7716.997859,College,F,37376,99,0,Personal Auto,65.548725,Four-Door Car
TK67721,Oregon,2274.669484,High School or Below,F,0,64,0,Corporate Auto,621.968062,Four-Door Car
AD38685,California,8658.863813,College,M,62464,109,0,Personal Auto,400.181882,Sports Car
LX72964,Arizona,11260.90364,High School or Below,F,88304,95,0,Personal Auto,276.467811,Four-Door Car
MR37609,Oregon,16414.04415,College,M,0,112,0,Special Auto,682.422936,SUV
OG30514,Nevada,20018.20459,Bachelor,F,65900,62,0,Personal Auto,297.6,Four-Door Car
GJ44951,Washington,4698.759935,Bachelor,F,0,67,0,Personal Auto,321.6,Two-Door Car
YB19340,Oregon,9002.117386,High School or Below,M,61374,113,0,Corporate Auto,210.100003,Two-Door Car
BD42101,California,25030.89457,Bachelor,M,0,110,1,Corporate Auto,528,SUV
RZ89024,Oregon,3102.998522,Doctor,M,31841,78,0,Personal Auto,126.857228,Four-Door Car
ZO20633,Oregon,2587.107864,High School or Below,F,27861,65,0,Corporate Auto,312,Four-Door Car
KL39500,Arizona,4983.61893,College,M,0,83,3,Personal Auto,736.00483,Four-Door Car
QK24293,Oregon,6265.343299,Doctor,F,0,84,1,Corporate Auto,481.025786,Four-Door Car
RW71963,Nevada,7233.540011,High School or Below,F,94550,90,0,Personal Auto,432,Four-Door Car
HR71115,Nevada,5357.260833,College,M,39604,68,0,Personal Auto,63.127223,Four-Door Car
UL55837,Nevada,11130.11974,Bachelor,F,42928,93,0,Personal Auto,651.623195,Four-Door Car
IW77519,Washington,2610.369217,Bachelor,F,54737,66,0,Personal Auto,391.970334,Four-Door Car
CR88883,Arizona,7452.543017,College,M,0,68,0,Corporate Auto,489.6,Two-Door Car
YD58301,California,6352.961129,High School or Below,F,80587,78,0,Personal Auto,276.191729,Four-Door Car
RT60959,Oregon,14585.37736,High School or Below,F,0,194,0,Corporate Auto,931.2,Luxury SUV
KC67832,California,17292.93538,College,M,80028,86,0,Corporate Auto,114.02307,Four-Door Car
DK92014,Arizona,4254.620669,High School or Below,F,11904,61,2,Personal Auto,292.8,Two-Door Car
ZA44520,Arizona,9621.72619,High School or Below,F,54872,121,0,Personal Auto,580.8,SUV
AJ69060,California,14260.91441,College,M,0,99,0,Personal Auto,204.121476,Two-Door Car
ME35315,Washington,7756.307652,College,M,0,74,0,Corporate Auto,532.8,Two-Door Car
BU61331,Arizona,5875.212734,College,M,46417,74,0,Corporate Auto,164.746184,Four-Door Car
XI68015,Washington,4946.960039,College,F,46239,67,3,Personal Auto,6.395416,Four-Door Car
HG51739,Oregon,2660.009874,College,F,0,73,0,Personal Auto,350.4,Four-Door Car
FI22970,Oregon,2372.289378,High School or Below,F,25550,61,0,Personal Auto,439.2,Four-Door Car
OF93412,Nevada,15613.95173,Bachelor,F,27514,197,0,Personal Auto,1367.199081,SUV
AH97088,Nevada,7803.503824,High School or Below,M,84417,98,0,Personal Auto,139.714897,Two-Door Car
BI81476,Oregon,10346.11154,High School or Below,F,55906,86,0,Personal Auto,58.469264,Four-Door Car
IA18854,California,4960.548942,High School or Below,M,21638,65,0,Personal Auto,468,Four-Door Car
OO62338,Oregon,7099.574987,Bachelor,M,16121,65,2,Corporate Auto,312,Four-Door Car
JH35547,Oregon,24442.29656,College,M,36261,68,0,Personal Auto,16.800832,Four-Door Car
DY34638,Oregon,13466.92071,High School or Below,F,11432,119,0,Personal Auto,571.2,SUV
MT16688,Arizona,2598.061204,Bachelor,F,62566,65,1,Corporate Auto,48.344273,Four-Door Car
NN51066,Oregon,2886.451602,High School or Below,F,10312,78,0,Personal Auto,486.278557,Four-Door Car
YF73402,Oregon,2566.398498,High School or Below,M,67778,64,1,Personal Auto,171.287759,Four-Door Car
ZR56751,Washington,6252.3631,Master,F,92895,77,0,Personal Auto,43.14147,Two-Door Car
GR32910,California,5174.689686,College,F,55290,65,0,Personal Auto,13.874775,Four-Door Car
MZ89625,California,9263.179837,Bachelor,F,23377,116,0,Personal Auto,556.8,Four-Door Car
IK51081,California,4834.710493,College,F,38713,66,4,Personal Auto,316.8,Four-Door Car
VI34110,Arizona,2361.742243,Bachelor,F,0,66,1,Personal Auto,145.896438,Four-Door Car
VH62312,Nevada,2674.730716,College,M,56342,69,0,Corporate Auto,331.2,Four-Door Car
YU39743,Oregon,16159.54237,College,M,29593,137,0,Personal Auto,657.6,Sports Car
RO57944,Nevada,26197.41498,High School or Below,F,18495,113,0,Personal Auto,542.4,SUV
VL32622,California,2664.242814,High School or Below,F,82887,66,1,Corporate Auto,420.374805,Four-Door Car
NV35796,Oregon,15162.06565,Master,F,71366,94,0,Personal Auto,265.216633,Four-Door Car
UU32345,California,22332.43946,College,M,49078,97,0,Corporate Auto,484.013411,Four-Door Car
YM94448,Arizona,4995.1712,College,F,10787,71,0,Personal Auto,697.798804,Two-Door Car
WX46704,California,16109.75353,High School or Below,F,0,73,0,Personal Auto,350.4,Four-Door Car
HY35960,Arizona,4957.404306,High School or Below,M,10194,65,0,Personal Auto,312,Two-Door Car
PB41497,Oregon,2866.779811,High School or Below,M,81763,72,1,Personal Auto,518.4,Two-Door Car
GP37412,Arizona,8719.896238,College,F,59763,73,0,Personal Auto,350.4,Two-Door Car
KU62853,California,22448.68617,College,F,0,78,0,Special Auto,561.6,Four-Door Car
EA87824,Arizona,6864.647514,College,F,96832,85,0,Personal Auto,408,Two-Door Car
DM42912,California,4980.18765,College,F,21135,130,0,Personal Auto,678.946216,SUV
HK50871,California,2312.328541,High School or Below,M,16143,62,1,Personal Auto,32.114117,Four-Door Car
ZX73673,Arizona,5555.830205,Bachelor,M,74015,72,0,Personal Auto,471.443077,Four-Door Car
EO95783,Arizona,26763.82631,High School or Below,M,84178,74,0,Personal Auto,12.588784,Two-Door Car
TR18791,Arizona,2471.441785,Bachelor,M,0,70,0,Personal Auto,504,Two-Door Car
DC83427,Oregon,17759.38575,High School or Below,F,0,63,0,Personal Auto,661.7151,Four-Door Car
OG31942,California,14628.49627,College,M,63936,189,0,Personal Auto,765.012123,Luxury Car
AK17025,Washington,5801.828142,Bachelor,M,0,83,0,Personal Auto,597.6,Four-Door Car
RT17851,Oregon,5209.945549,High School or Below,F,37940,129,0,Special Auto,512.542299,SUV
UF56271,Washington,2814.438036,High School or Below,F,30703,70,0,Personal Auto,336,Four-Door Car
BP25150,Arizona,5417.744055,College,F,54898,69,0,Corporate Auto,176.242159,Two-Door Car
XT34986,Oregon,16775.80883,Bachelor,M,89030,139,0,Personal Auto,49.566591,SUV
OI74902,California,7980.304624,College,F,15630,115,1,Personal Auto,656.775467,SUV
GV33313,Arizona,5107.163002,Bachelor,F,35625,65,1,Personal Auto,288.572108,Four-Door Car
WA54110,Nevada,2690.781969,High School or Below,M,48329,67,0,Corporate Auto,470.386291,Four-Door Car
IS94199,California,4254.620669,High School or Below,F,11904,61,2,Personal Auto,292.8,Two-Door Car
XE22944,Arizona,4643.413135,Bachelor,F,12261,125,0,Personal Auto,600,SUV
CK24264,Arizona,6217.258012,High School or Below,M,0,86,0,Personal Auto,39.730199,Four-Door Car
BF54215,California,11373.98852,Master,F,87810,94,3,Personal Auto,225.641724,Four-Door Car
HW85007,Oregon,10861.71019,Bachelor,M,64744,139,0,Personal Auto,41.308429,SUV
PA56702,Arizona,8569.36439,Doctor,M,0,117,0,Personal Auto,957.134978,SUV
VD87432,Washington,16069.95283,Bachelor,M,60735,135,0,Personal Auto,571.695889,SUV
GG57214,Washington,2410.355726,Bachelor,F,0,67,0,Personal Auto,482.4,Two-Door Car
EK10022,California,14057.42125,Bachelor,M,36261,118,0,Corporate Auto,1197.713861,SUV
IV97881,Nevada,4872.577302,High School or Below,M,0,135,0,Personal Auto,648,Sports Car
GS85403,Washington,9031.214859,Master,F,0,122,0,Corporate Auto,650.52179,Sports Car
UO48558,California,2993.117683,High School or Below,M,23277,77,2,Corporate Auto,369.6,Four-Door Car
SX18141,Arizona,5846.520588,High School or Below,F,50320,73,0,Personal Auto,297.738909,Four-Door Car
KK26955,Washington,2589.43003,High School or Below,F,49675,65,0,Personal Auto,312,Two-Door Car
PV12088,Arizona,6558.880167,High School or Below,M,19508,61,0,Personal Auto,292.8,Two-Door Car
TV97612,Oregon,8105.996039,Bachelor,M,20815,110,0,Personal Auto,528,SUV
VA95387,Nevada,7232.609391,High School or Below,M,46621,61,0,Corporate Auto,30.448249,Four-Door Car
XF93358,Arizona,13599.92487,High School or Below,F,22775,184,0,Personal Auto,883.2,Luxury Car
WP64059,California,5093.379714,Bachelor,F,91814,63,0,Personal Auto,167.037619,Two-Door Car
YY63521,Arizona,6047.02516,College,M,20396,76,1,Personal Auto,364.8,Four-Door Car
FH69597,California,7172.070153,High School or Below,F,73836,182,3,Personal Auto,553.385695,Luxury Car
UT76436,Nevada,3438.949322,Bachelor,F,55910,86,0,Personal Auto,324.348688,Four-Door Car
VA94160,California,5418.463878,High School or Below,F,43054,68,0,Personal Auto,326.4,Four-Door Car
NJ55678,Arizona,7824.492263,Bachelor,F,64543,65,0,Personal Auto,200.177163,Four-Door Car
OJ60800,Oregon,7930.602564,Bachelor,M,75988,67,0,Personal Auto,200.54531,Four-Door Car
PG20605,Arizona,9321.284825,College,M,0,64,0,Personal Auto,572.522796,Four-Door Car
UT88283,Arizona,2775.080095,College,F,29051,73,0,Personal Auto,153.200014,Two-Door Car
AF48816,Arizona,5792.666316,Bachelor,F,87382,72,0,Personal Auto,345.6,Four-Door Car
SY93381,California,3596.83011,College,F,30694,91,1,Personal Auto,436.8,Four-Door Car
ZI63885,Washington,14713.52329,High School or Below,M,0,85,0,Personal Auto,877.034575,Four-Door Car
SD41771,California,44520.13577,High School or Below,M,49259,144,0,Personal Auto,820.431905,Sports Car
IG80910,Oregon,3071.784639,High School or Below,F,47528,77,1,Personal Auto,277.582137,Four-Door Car
RA62452,Nevada,8471.292552,Bachelor,M,70624,106,0,Corporate Auto,49.234943,SUV
NI88122,California,7205.019561,College,F,0,64,0,Corporate Auto,505.975326,Four-Door Car
LG90006,Oregon,11154.67599,Doctor,F,31409,93,0,Personal Auto,381.960657,Four-Door Car
XZ83249,Nevada,10168.27175,High School or Below,F,35504,128,0,Personal Auto,404.303518,SUV
EP26605,Washington,5688.20499,Bachelor,F,44833,72,0,Personal Auto,345.6,Two-Door Car
LW29130,Washington,5272.932008,High School or Below,F,24423,67,0,Corporate Auto,321.6,Two-Door Car
UD61088,California,13799.05459,Bachelor,M,0,127,0,Personal Auto,609.6,SUV
UY81122,Oregon,4167.994667,College,F,0,69,3,Personal Auto,433.959806,Four-Door Car
ED87136,Arizona,4242.69282,High School or Below,M,0,61,0,Personal Auto,439.2,Four-Door Car
PK58026,Nevada,5736.45893,Bachelor,F,96917,71,0,Personal Auto,373.047039,Two-Door Car
OD79784,Arizona,2679.686625,Bachelor,M,84450,68,0,Corporate Auto,291.257059,Four-Door Car
